=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:35:34: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgIwFYB0AmJAaO4Ces4AGFJAX23EMwQGYAdAO0caoXArWvqZ9fbgjR4CdFhwB3AiLHgAFlJLkcAFkw1+EScJIV52shVVJwAXUwAoMFAJpRSypkL8HbClTTOq6t5mWfMxj4AbP4A7P4AHP4AnP4ITj4IrjisHtiaNvas3MwMVAkp1H5mloI2ohRaiIoUCI7OdcngdWk4dd5tvg0B3SG1mOH9Uf2x-fHdSROtGfr2jeolVkJwthiVCqEGOJwF4JxNnK17as6cfhw9F33bA6eYwzejN+MXk+ngVatbxwhH+8UWKxVEQYew0Ry5RiNZzghCQhjQ96fOwUcGEeF1Xbgo7gjrgcHnHDgwJEzDXfG3VH3GGYJ4Ul6kt4CD4bb6wnFcGkIAGlazwL7rbSgwz1JEKYUqagaFlC76qaYyuBBFGSoLwnbS4Eq8CqBkzaoSnXUZJleDEOXUI66vG6nlLAhBQUrbWqZTqqVi2X2VRqniMfaa8qbb33d1sEwmIA
13:35:42: [INFO] Adding track segment (B.Cu): [(219392500, 114937500), (238442500, 114937500)]
13:35:42: [INFO] Routing pad 'D37:1' at (238442500, 114937500) with pad 'D38:1' at (257492500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(238442500, 114937500), (257492500, 114937500)]
13:35:42: [INFO] Routing pad 'D38:1' at (257492500, 114937500) with pad 'D39:1' at (276542500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(257492500, 114937500), (276542500, 114937500)]
13:35:42: [INFO] Routing pad 'D39:1' at (276542500, 114937500) with pad 'D40:1' at (295592500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(276542500, 114937500), (295592500, 114937500)]
13:35:42: [INFO] Routing pad 'D40:1' at (295592500, 114937500) with pad 'D41:1' at (314642500, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(295592500, 114937500), (314642500, 114937500)]
13:35:42: [INFO] Routing pad 'D41:1' at (314642500, 114937500) with pad 'D42:1' at (345598750, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(314642500, 114937500), (345598750, 114937500)]
13:35:42: [INFO] Routing pad 'D42:1' at (345598750, 114937500) with pad 'D43:1' at (357505000, 76837500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(345598750, 114937500), (357505000, 103031250)]
13:35:42: [INFO] Adding track segment (B.Cu): [(357505000, 103031250), (357505000, 76837500)]
13:35:42: [INFO] Routing pad 'D42:1' at (345598750, 114937500) with pad 'D44:1' at (376555000, 114937500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (B.Cu): [(345598750, 114937500), (376555000, 114937500)]
13:35:42: [INFO] Routing COL7 pads
13:35:42: [INFO] Routing pad 'SW37:1' at (229552500, 106997500) with pad 'SW52:1' at (220027500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(229552500, 106997500), (229552500, 116522500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(229552500, 116522500), (220027500, 126047500)]
13:35:42: [INFO] Routing pad 'SW8:1' at (215265000, 68897500) with pad 'SW23:1' at (224790000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(215265000, 68897500), (215265000, 78422500)]
13:35:42: [INFO] Adding track segment (F.Cu): [(215265000, 78422500), (224790000, 87947500)]
13:35:42: [INFO] Routing pad 'SW23:1' at (224790000, 87947500) with pad 'SW37:1' at (229552500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:42: [INFO] Adding track segment (F.Cu): [(224790000, 87947500), (224790000, 102235000)]
13:35:43: [INFO] Adding track segment (F.Cu): [(224790000, 102235000), (229552500, 106997500)]
13:35:43: [INFO] Removing dangling tracks
